╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~ды,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕
дд├cел,й╨жa(дgжa+л╪кл),оч╢щ┐ддд├cелдд╡╪╕ЇдGмq301~350╕╣,11.67,жэ,,,10211,дgжa1л╪кл1иожь0,дT╝h,016,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830924,122.2,3,2,2,ж│,╡L,3800000,31097,,0.0,0
дд├cел,дgжa,лс┐│мq451~500жa╕╣,843.33,ифеL,,,10211,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6198476,7350,,0.0,0
дд├cел,дgжa,лс┐│мq451~500жa╕╣,507.89,ифеL,,,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3732991,7350,,0.0,0
дд├cел,дgжa,дде_мq151~200жa╕╣,5.41,ифеL,,,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,214484,39646,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щел░ъ╗┌╕Їд@мq386л╤22з╦1~50╕╣,79.19,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,10211,дgжa1л╪кл1иожь0,е■,004,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0831114,197.57,6,3,4,ж│,ж│,9300000,47072,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щел╖Oдх╕Ї133л╤1~50╕╣,21.63,жэ,,,10210,дgжa1л╪кл1иожь1,дн╝h,007,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0950119,101.22999999999999,2,2,1,ж│,ж│,7080000,69940,йY╣Dенн▒,0.0,0
└tдs╢m,дgжa,лnм№мq751~800жa╕╣,45.42,ифеL,,,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1850000,40731,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щеллnен╕Ї551~600╕╣,4.09,жэ,,,10211,дgжa1л╪кл1иожь0,е|╝h,012,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0880902,32.92,1,1,1,ж│,ж│,2440000,74119,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щеллHе·╕Ї51~100╕╣,15.44,жэ,,,10211,дgжa1л╪кл1иожь0,дQдT╝h,013,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0850509,88.83999999999999,3,2,1,ж│,ж│,3800000,42774,,0.0,0
└tдs╢m,й╨жa(дgжa+л╪кл),оч╢щ┐д└tдs╢mйпм№дE╡є1~50╕╣,63.79,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,10211,дgжa2л╪кл1иожь0,д@╝h,005,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0860204,141.99,3,1,2,ж│,ж│,5680000,40003,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щелоч┤╝╕Ї1~50╕╣,14.7,жэ,,,10211,дgжa1л╪кл1иожь1,дн╝h,012,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1011019,162.89,3,2,2,ж│,ж│,11290000,80476,йY╣Dенн▒,36.89,1150000
└tдs╢m,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐д└tдs╢mдд┐│╕Ї51~100╕╣,16.56,жэ,,,10211,дgжa1л╪кл1иожь1,дE╝h,013,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0980924,108.46,2,1,1,ж│,ж│,5550000,51171,йY╣D╛ў▒ё,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щел╛ЁкLе|╡є118л╤1~50╕╣,60.97,жэ,,,10211,дgжa1л╪кл1иожь0,е■,002,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0610510,83.26,3,1,2,ж│,╡L,2350000,28225,,0.0,0
└tдs╢m,й╨жa(дgжa+л╪кл),оч╢щ┐д└tдs╢m┐│дд╡є22л╤1~50╕╣,91.24,жэ,,,10211,дgжa1л╪кл1иожь0,е■,003,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0781024,183.97,5,1,3,ж│,╡L,9500000,51639,,0.0,0
оч╢щел,дgжa,░ъ╕tмq1~50жa╕╣,18.87,ифеL,,,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2230000,118177,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щел─_дs╡є201~250╕╣,10.68,жэ,,,10211,дgжa1л╪кл1иожь0,дн╝h,012,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0860918,68.66,2,1,2,ж│,ж│,3000000,43694,,0.0,0
└tдs╢m,й╨жa(дgжa+л╪кл),оч╢щ┐д└tдs╢m│╗┐│╕Ї37л╤6з╦1~50╕╣,21.4,жэ,,,10211,дgжa1л╪кл1иожь0,дT╝hбA╢зеx,005,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0690211,96.92,3,2,1,ж│,╡L,3400000,35080,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щел▓°╖q╕Їд@мq101~150╕╣,25.33,жэ,,,10211,дgжa2л╪кл1иожь0,д╗╝h,008,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0780724,197.58,0,0,0,╡L,╡L,11000000,55674,,0.0,0
└tдs╢m,й╨жa(дgжa+л╪кл),оч╢щ┐д└tдs╢mйп║╓дTдQд@╡є1~50╕╣,20.53,,дsйYжaлOи|░╧,пSйwе╪к║и╞╖~е╬жa,10210,дgжa1л╪кл1иожь0,дT╝h,004,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0721019,81.92,3,2,1,ж│,╡L,2300000,28076,,0.0,0
оч╢щел,дgжa,░ъ▒jмq251~300жa╕╣,362.75,ифеL,,,10211,дgжa4л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,22920000,63184,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щелмKдщ╕Ї201~250╕╣,25.83,жэ,,,10211,дgжa1л╪кл1иожь0,д╗╝h,008,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0771209,140.5,3,2,2,ж│,ж│,5900000,41993,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щелдj╖~╕ЇдGмq51~100╕╣,14.26,жэ,,,10211,дgжa1л╪кл1иожь0,дG╝h,009,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0900709,78.46,2,2,1,ж│,ж│,4350000,55442,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щелй·╝w╡є13л╤1~50╕╣,9.51,жэ,,,10211,дgжa1л╪кл1иожь0,дQд╗╝h,017,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0831005,96.29,2,1,1,ж│,ж│,5400000,56081,,0.0,0
оч╢щел,дgжa,╖Oдхмq1401~1450жa╕╣,344.0,жэ,,,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,76847100,223393,,0.0,0
оч╢щел,дgжa,╖Oдхмq1401~1450жa╕╣,93.0,жэ,,,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,22965800,246944,,0.0,0
└tдs╢m,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐д└tдs╢mк°╣╪╕Ї501~550╕╣,36.24,жэ,,,10211,дgжa1л╪кл1иожь1,дT╝h,014,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√░й┐√╡м▓V╛одg│y,0940205,174.62,3,2,2,ж│,ж│,7050000,40373,йY╣Dенн▒,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щелдjж│╕Ї551~600╕╣,15.88,жэ,,,10211,дgжa2л╪кл1иожь0,дQдG╝h,014,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840610,128.83,3,2,2,ж│,ж│,6620000,51386,,0.0,0
└tдs╢m,й╨жa(дgжa+л╪кл),оч╢щ┐д└tдs╢mе┴жw╡є64л╤25з╦1~50╕╣,85.67,жэ,,,10210,дgжa1л╪кл1иожь0,е■,002,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0640708,110.26,6,3,3,ж│,╡L,9100000,82532,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щелдде┐╕Ї1351~1400╕╣,12.9,жэ,,,10211,дgжa1л╪кл2иожь0,дQдн╝h,016,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830803,131.26,4,0,4,ж│,ж│,7850000,59810,йY╣Dенн▒,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щелдде┐╕Ї1051~1100╕╣,39.72,░╙,,,10003,дgжa1л╪кл1иожь2,дGдQдT╝h,038,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,игифеL╡n░Oи╞╢╡,1011102,476.23,4,2,4,ж│,ж│,47610000,103877,йY╣Dенн▒,46.78,3000000
└tдs╢m,дgжa,╢Ё╝dз|мqз|й│дpмq1~50жa╕╣,258.0,,дsйYжaлOи|░╧,╣Aкке╬жa,10209,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1012000,3922,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щел╢hкL╡є101л╤1~50╕╣,27.67,жэ,,,10211,дgжa1л╪кл1иожь0,д@╝h,006,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0810729,103.18,2,2,2,ж│,ж│,5200000,50397,,0.0,0
└tдs╢m,л╪кл,оч╢щ┐д└tдs╢mлnдW╕Ї520л╤1~50╕╣,0.0,,,,10211,дgжa0л╪кл1иожь0,дн╝h,006,дu╝t,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0820525,109.87,3,2,2,ж│,╡L,1300000,,,0.0,0
оч╢щел,дgжa,дд╕Їмq1701~1750жa╕╣,28.5,░╙,,,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,8000000,280702,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щеле╔дsи╜25╛Fе╔дs╡є233л╤42з╦1~50╕╣,34.72,дu,,,10211,дgжa2л╪кл1иожь0,е■,002,│zд╤нэ,игифеL╡n░Oи╞╢╡,е[▒j┐j│y,0700907,49.96,2,0,0,ж│,╡L,2600000,52042,,0.0,0
└tдs╢m,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐д└tдs╢mдх┐│╕Ї201~250╕╣,23.76,░╙,,,10210,дgжa1л╪кл1иожь1,е|╝h,015,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0981020,259.34,4,2,3,ж│,ж│,22600000,87144,йY╣Dенн▒,23.4,0
└tдs╢m,дgжa,д√идйYмqд√идйYдpмq1~50жa╕╣,1178.0,╣A,,,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,36300000,30815,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щелжP╝wдQд@╡є51~100╕╣,27.01,жэ,,,10211,дgжa1л╪кл1иожь2,дQд@╝h,012,┐ьд╜░╙╖~дj╝╙,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0800918,257.98,0,0,0,╡L,ж│,19200000,74424,йY╣Dенн▒,57.22,0
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щел░ъ╗┌д@╕Ї1~50╕╣,29.91,жэ,,,10210,дgжa1л╪кл2иожь1,дQдG╝h,012,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1010610,204.59,3,2,2,ж│,ж│,13000000,63542,йY╣Dенн▒,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щелдjж│╕Ї551~600╕╣,15.88,жэ,,,10211,дgжa2л╪кл1иожь0,е|╝h,014,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840610,130.02,3,2,2,ж│,ж│,6000000,46147,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щеле├жw╕Ї303л╤22з╦1~50╕╣,21.85,жэ,,,10211,дgжa5л╪кл1иожь0,дT╝h,005,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0740812,82.7,3,2,2,ж│,╡L,3600000,43531,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щелддоHдG╡є101~150╕╣,31.88,жэ,,,10210,дgжa1л╪кл1иожь1,дT╝h,009,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0890614,200.15,4,2,2,ж│,ж│,13100000,65451,йY╣Dенн▒,31.73,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щелз╗йўдн╡є1~50╕╣,15.05,жэ,,,10211,дgжa1л╪кл1иожь0,д╗╝h,006,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830406,76.85,2,2,1,ж│,ж│,2700000,35133,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щелдj┬╫╕Ї1~50╕╣,18.19,жэ,,,10211,дgжa2л╪кл1иожь1,д╗╝h,007,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830305,101.61,3,2,2,ж│,ж│,3100000,30509,йY╣D╛ў▒ё,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щелдj╖~╕ЇдGмq101~150╕╣,17.29,жэ,,,10210,дgжa1л╪кл1иожь0,е|╝h,009,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0900709,128.73,3,2,2,ж│,ж│,7150000,55543,йY╣Dенн▒,43.59,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щеле┐▒dдT╡є201~250╕╣,15.9,жэ,,,10211,дgжa1л╪кл1иожь0,дT╝h,012,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0820823,84.91000000000001,2,2,1,ж│,ж│,4150000,48875,,0.0,0
└tдs╢m,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐д└tдs╢mдхдCдG╡є1~50╕╣,49.17,жэ,,,10211,дgжa1л╪кл1иожь2,дT╝h,006,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1010524,212.59,3,2,2,ж│,ж│,14080000,66231,йY╣Dенн▒,66.84,0
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щелжV╡╜╡є1~50╕╣,10.65,жэ,,,10211,дgжa1л╪кл1иожь1,дн╝h,013,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840704,82.95,2,1,1,ж│,╡L,4000000,48222,йY╣D╛ў▒ё,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щел╢hкL╡є100л╤1~50╕╣,19.14,жэ,,,10211,дgжa1л╪кл1иожь0,е|╝h,006,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0820121,78.2,2,2,2,ж│,ж│,3430000,43862,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щел╖sоHдK╡є1~50╕╣,27.73,жэ,,,10209,дgжa1л╪кл1иожь0,д@╝hбA├M╝╙,005,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0700902,89.4,0,0,0,╡L,╡L,16200000,181208,,0.0,0
оч╢щел,дgжa,жPжwмq2001~2050жa╕╣,52.62,ифеL,,,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6000000,114025,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щелдj│sд@╡є51~100╕╣,23.04,жэ,,,10211,дgжa6л╪кл1иожь1,дT╝h,012,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1020615,184.41000000000003,4,2,2,ж│,ж│,13140000,78279,йY╣Dенн▒,31.24,1150000
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щелдj│sд@╡є51~100╕╣,18.19,жэ,,,10211,дgжa6л╪кл1иожь1,дG╝h,012,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1020615,151.07,3,2,2,ж│,ж│,10100000,74689,йY╣Dенн▒,31.24,1150000
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щел┤┬╢з╡є1~50╕╣,3.33,░╙,,,10211,дgжa1л╪кл1иожь0,дE╝h,014,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0861117,25.1,1,1,1,ж│,ж│,1800000,71713,,0.0,0
└tдs╢m,й╨жa(дgжa+л╪кл),оч╢щ┐д└tдs╢mй·╝w╕Ї251~300╕╣,10.45,жэ,,,10211,дgжa1л╪кл1иожь0,дн╝h,005,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0921215,24.810000000000002,1,1,1,ж│,ж│,1200000,48368,,0.0,0
оч╢щел,дgжa,░ъ▒jмq701~750жa╕╣,2077.96,ифеL,,,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,131327072,63200,,0.0,0
└tдs╢m,дgжa,кF└нмq501~550жa╕╣,140.64,,дsйYжaлOи|░╧,╣Aкке╬жa,10209,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,860000,6115,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щелк°мK╕Ї51~100╕╣,12.96,жэ,,,10211,дgжa1л╪кл1иожь2,дC╝h,007,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0900710,173.73000000000002,3,2,2,ж│,ж│,7700000,44322,йY╣Dенн▒,0.0,0
└tдs╢m,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐д└tдs╢mе·?╕Ї151~200╕╣,19.61,жэ,,,10211,дgжa1л╪кл1иожь1,дн╝h,015,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1000701,174.12,3,2,2,ж│,ж│,8750000,50253,йY╣Dенн▒,33.6,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щел┤┬╢з╡єдGмq1~50╕╣,2.72,жэ,,,10211,дgжa1л╪кл1иожь0,дK╝h,012,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0780522,28.38,1,1,1,ж│,ж│,1500000,52854,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щелжP╝wд╗╡є151~200╕╣,31.39,жэ,,,10211,дgжa1л╪кл1иожь2,дQ╝h,012,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1000110,257.58,4,2,2,ж│,ж│,22000000,85410,йY╣Dенн▒,67.52,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щел╕g░ъ╕Ї401~450╕╣,14.64,жэ,,,10211,дgжa1л╪кл1иожь0,дQдT╝h,022,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0880111,158.66,3,2,2,ж│,ж│,12600000,79415,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щелдде┐╕Ї851~900╕╣,19.66,жэ,,,10210,дgжa4л╪кл1иожь1,дQ╝h,029,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1020128,248.74,4,2,3,ж│,ж│,24250000,100237,йY╣Dенн▒,25.27,1850000
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щелжP╝wдG╡є101~150╕╣,16.73,жэ,,,10211,дgжa4л╪кл1иожь1,дT╝h,028,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1020128,220.76999999999998,4,2,2,ж│,ж│,19220000,90128,йY╣Dенн▒,25.27,1600000
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щелдде┐╕Ї851~900╕╣,19.66,жэ,,,10211,дgжa4л╪кл1иожь1,дC╝h,029,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1020128,250.8,4,2,3,ж│,ж│,24050000,98656,йY╣Dенн▒,25.27,1800000
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щелдде┐╕Ї851~900╕╣,18.44,жэ,,,10211,дgжa4л╪кл1иожь1,дQдG╝h,029,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1020128,234.44,4,2,2,ж│,ж│,21680000,93879,йY╣Dенн▒,23.21,1850000
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щелжP╝wдG╡є101~150╕╣,7.24,жэ,,,10209,дgжa4л╪кл1иожь1,дQдC╝h,028,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1020128,111.49000000000001,2,2,1,ж│,ж│,10300000,96851,йY╣Dенн▒,23.21,1750000
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щелйMен╕Ї1~50╕╣,3.75,жэ,,,10210,дgжa1л╪кл1иожь0,д╗╝h,009,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0821228,33.31,1,1,1,ж│,╡L,720000,21615,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щелйMен╕Ї1~50╕╣,4.31,жэ,,,10210,дgжa1л╪кл1иожь0,д╗╝h,009,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0821228,39.800000000000004,1,1,1,ж│,╡L,860000,21608,,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐доч╢щел╕g░ъ╕Ї51~100╕╣,7.93,жэ,,,10211,дgжa1л╪кл1иожь1,дG╝h,014,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0930310,67.77,2,2,1,ж│,ж│,5700000,84108,ифеL,0.0,0
оч╢щел,й╨жa(дgжa+л╪кл),оч╢щ┐доч╢щеллn┬╫дG╡є43л╤1~50╕╣,59.0,жэ,,,10211,дgжa1л╪кл1иожь0,е■,004,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0890712,162.51,6,4,4,ж│,╡L,4000000,24614,,0.0,0
оч╢щел,дgжa,дjж│мq451~500жa╕╣,172.1,ифеL,,,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,13000000,75537,,0.0,0
оч╢щел,дgжa,е╓╝dмq801~850жa╕╣,3.18,ифеL,,,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,83578,26282,,0.0,0
оч╢щел,дgжa,─_дsмq201~250жa╕╣,155.88,ифеL,,,10212,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,12000000,76982,,0.0,0
└tдs╢m,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐д└tдs╢mдх┐│╕Ї151~200╕╣,14.06,░╙,,,10210,дgжa1л╪кл1иожь1,дG╝h,013,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0941108,146.34,3,2,2,ж│,ж│,11250000,76876,йY╣Dенн▒,0.0,0
дд├cел,й╨жa(дgжa+л╪кл)+иожь,оч╢щ┐ддд├cеле┐е·дG╡є201~250╕╣,24.04,жэ,,,10211,дgжa1л╪кл1иожь3,д@╝h,015,й▒н▒(й▒╛Q),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1020525,221.67000000000002,0,0,0,╡L,ж│,19400000,88462,йY╣Dенн▒,48.15,4050000
дд├cел,дgжa,║╓╝wмq1~50жa╕╣,129.19,жэ,,,10211,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7800000,60376,,0.0,0
╞[н╡╢m,дgжa,╖sйYмq1701~1750жa╕╣,4503.0,,пSйw╣A╖~░╧,╣Aкке╬жa,10211,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,28300000,6285,,0.0,0
