¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸
¦èÁ³Âí,¤g¦a,³»Ùõ¬q801~850¦a¸¹,1963.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,900000,458,,0.0,0
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí·G¨Ï¸ô1601~1650¸¹,117.76,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841018,168.74,7,2,8,¦³,µL,4800000,28446,,0.0,0
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¤u±M¸ô121«Ñ1~50¸¹,3.52,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,009,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830614,30.15,0,0,1,µL,µL,400000,13267,,0.0,0
¤æ¤»¥«,¤g¦a,«Oªøú@¬q«Oªøú@¤p¬q1151~1200¦a¸¹,3918.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,15000000,3828,,0.0,0
ªL¤º¶m,¤g¦a,Ë|ªL¬q101~150¦a¸¹,766.6,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8811820,11495,,0.0,0
¤æ«nÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ«nÂí¤j¦P¸ô501~550¸¹,66.0,¹A,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0670110,107.16,2,2,2,¦³,µL,2000000,18664,,0.0,0
¤æ«nÂí,¤g¦a,·s¦w¬q1101~1150¦a¸¹,212.93,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,900000,4227,,0.0,0
¤æ«nÂí,¤g¦a,©ú©÷¬q451~500¦a¸¹,65.25,¦í,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1183800,18143,,0.0,0
¤æ«nÂí,¤g¦a,©ú©÷¬q451~500¦a¸¹,3.26,¦í,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,58800,18037,,0.0,0
¤æ«nÂí,¤g¦a,·s¦w¬q701~750¦a¸¹,247.22,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1121700,4537,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤æ¤»¤G¸ô101~150¸¹,166.48,¦í,,,10012,¤g¦a3«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020705,251.08,5,2,4,¦³,µL,11500000,45802,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤æ¤»¤G¸ô101~150¸¹,115.48,¦í,,,10012,¤g¦a3«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020705,217.95,4,2,4,¦³,µL,7200000,33035,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤æ¤»¤G¸ô101~150¸¹,115.48,¦í,,,10104,¤g¦a3«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020705,213.27,4,2,4,¦³,µL,7500000,35167,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«±[¤¤¸ô1~50¸¹,114.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0720701,190.12,7,2,2,¦³,µL,2800000,14728,,0.0,0
¥_´äÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¥_´äÂí¥_¨°¸ô61«Ñ1~50¸¹,99.0,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0760915,189.79,4,2,2,¦³,µL,5160000,27188,,0.0,0
¥_´äÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¥_´äÂíÆW¤º¸ô51~100¸¹,131.59,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0811204,131.63,3,2,2,¦³,µL,2500000,18993,,0.0,0
³Á¼d¶m,¤g¦a,¦¨¼w¬q851~900¦a¸¹,66.04,¦í,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,500000,7571,,0.0,0
¥x¦è¶m,¤g¦a,±[Â×¬q351~400¦a¸¹,149.99,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,800000,5334,,0.0,0
³Á¼d¶m,¤g¦a,®õ¶¶¬q51~100¦a¸¹,360.77,¦í,,,10211,¤g¦a7«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8457730,23444,,0.0,0
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¦¨Àôµó501~550¸¹,105.66,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1010723,218.94,4,3,4,¦³,µL,6900000,31515,,0.0,0
¦èÁ³Âí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¦èÁ³Âí«n©÷¸ô31«Ñ1~50¸¹,109.23,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0811228,171.25,4,2,2,¦³,µL,3800000,22190,,0.0,0
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¾Á¦a¨½¥Ã¿³«n¤Gµó1~50¸¹,229.4,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020205,268.85,5,3,5,¦³,µL,13000000,48354,,0.0,0
¤g®wÂí,¤g¦a,¶V´ä¬q51~100¦a¸¹,470.0,¦í,,,10211,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2303000,4900,,0.0,0
¤G±[¶m,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤G±[¶m¥Ð§À¸ô1~50¸¹,79.23,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840127,79.61,4,2,2,¦³,µL,2500000,31403,,0.0,0
¤j°ñ¶m,¤g¦a,¥Ð¤lªL¬q901~950¦a¸¹,810.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4000000,4938,,0.0,0
¦èÁ³Âí,¤g¦a,¤T¶ô­í¬q¤T¶ô­í¤p¬q1151~1200¦a¸¹,3829.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7875487,2057,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«´Î²y¤Kµó51~100¸¹,138.0,¦í,,,10205,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020830,298.85,5,2,5,¦³,µL,14830000,49624,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«´Î²y¤Q¤Gµó1~50¸¹,159.63,¦í,,,10111,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020830,331.22,5,2,5,¦³,µL,18000000,54345,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«´Î²y¤Q¤Gµó1~50¸¹,157.78,¦í,,,10111,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020830,331.11,5,2,5,¦³,µL,19500000,58893,,0.0,0
¤æ«nÂí,¤g¦a,ªL¤l¬q701~750¦a¸¹,2916.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3300000,1132,,0.0,0
¤æ¤»¥«,¤g¦a,¤j¼æ¬qªÀ¤f¤p¬q101~150¦a¸¹,11.0,¦í,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,465850,42350,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤æ¤»¤G¸ô101~150¸¹,115.48,¦í,,,10205,¤g¦a3«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020705,214.02,4,2,4,¦³,µL,7450000,34810,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«±[«n¸ô101~150¸¹,113.65,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10212,¤g¦a2«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0950524,168.36,8,0,8,¦³,µL,4700000,27916,,0.0,0
¤æ¤»¥«,¤g¦a,¤æ¤»¬q1~50¦a¸¹,48.0,¦í,,,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1500000,31250,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¦w©Mµó26«Ñ1~50¸¹,94.21,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0941210,223.06,5,2,4,¦³,µL,7750000,34744,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,¶³ªL¿¤¤æ¤»¥««Ø¦¨¸ô51~100¸¹,8.71,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,010,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0880202,94.06,2,1,1,¦³,¦³,2130000,22645,¤É­°¾÷±ñ,9.6,0
¤æ¤»¥«,¤g¦a,¥ú©ú¬q401~450¦a¸¹,231.0,,¤u·~°Ï,¤BºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3000000,12987,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤æ¤»¤G¸ô101~150¸¹,215.0,¦í,,,10102,¤g¦a5«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020705,325.43,5,2,5,¦³,µL,12500000,38411,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤T¥­¨½§»ºÖ¸ô1~50¸¹,201.54,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020812,162.79,5,1,3,¦³,µL,8000000,49143,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤T¥­¨½§»ºÖ¸ô1~50¸¹,91.84,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020812,199.78,5,2,3,¦³,µL,8475000,42422,,0.0,0
Ûl®ä¶m,¤g¦a,¥|¦X¬q351~400¦a¸¹,1088.54,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1088540,1000,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«­s¼d¸ô76«Ñ1~50¸¹,97.75,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0821120,165.66,4,2,3,¦³,µL,2500000,15091,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤æ¤»¤G¸ô101~150¸¹,115.48,¦í,,,10102,¤g¦a4«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020705,214.02,4,2,4,¦³,µL,7250000,33875,,0.0,0
¦èÁ³Âí,¤g¦a,º~¥_¬q951~1000¦a¸¹,157.95,¦í,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5781364,36602,,0.0,0
¦èÁ³Âí,¤g¦a,¼sºÖ¬q1~50¦a¸¹,1946.4,¦í,,,10211,¤g¦a7«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,19854400,10201,,0.0,0
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¥|ºûµó56«Ñ1~50¸¹,92.33,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0891227,194.22,7,0,3,¦³,µL,6300000,32437,,0.0,0
ªê§ÀÂí,¤g¦a,¤j¾Ç¬q151~200¦a¸¹,677.35,°Ó,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,24585600,36297,,0.0,0
¥_´äÂí,¤g¦a,ºÖ¼w¬q1051~1100¦a¸¹,607.4,,,,10212,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,379018,624,,0.0,0
¤f´ò¶m,¤g¦a,®H¥_¬q651~700¦a¸¹,660.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10212,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,264000,400,,0.0,0
¤ôªL¶m,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤ôªL¶m³»¦y¤s1~50¸¹,1241.91,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10212,¤g¦a1«Øª«1¨®¦ì0,¥þ,001,³z¤Ñ­í,¹AªÙ,¥[±j¿j³y,0781018,151.85,4,2,3,¦³,µL,5100000,33586,,0.0,0
¤ôªL¶m,¤g¦a,ÆWªF¬q1001~1050¦a¸¹,991.79,,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,650000,655,,0.0,0
¤¸ªø¶m,¤g¦a,¤s­Z¬q451~500¦a¸¹,1378.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1102400,800,,0.0,0
¤æ¤»¥«,¤g¦a,¤j¼æ¬qªÀ¤f¤p¬q51~100¦a¸¹,4.2,¦í,,,10209,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,253906,60454,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«©µ¥­¸ô1~50¸¹,16.75,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,007,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0821008,89.10000000000001,3,1,1,¦³,µL,2300000,25814,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥««n¨Ê¸ô351~400¸¹,16.53,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,008,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830901,132.18,3,3,2,¦³,¦³,3000000,22696,,0.0,0
¤æ¤»¥«,¤g¦a,±öªL¦è¬q651~700¦a¸¹,4886.23,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4886230,1000,,0.0,0
¥j§|¶m,¤g¦a,ªF¿³¬q851~900¦a¸¹,79.0,¦í,,,10212,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1910000,24177,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«º~¤f¸ô201~250¸¹,20.14,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,007,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820218,118.13,3,2,2,¦³,µL,2000000,16931,,0.0,0
¦èÁ³Âí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¦èÁ³Âí¼s¿³¸ô176«Ñ1~50¸¹,22.58,¦í,,,10211,¤g¦a4«Øª«1¨®¦ì0,¥|¼h,008,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841220,112.37,3,2,2,¦³,¦³,1550000,13794,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,¶³ªL¿¤¤æ¤»¥««Ø¦¨¸ô51~100¸¹,3.85,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,010,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0880202,50.91,1,1,1,¦³,¦³,1150000,22589,¤É­°¾÷±ñ,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤¤«n¸ô290«Ñ59§Ë1~50¸¹,83.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10207,¤g¦a1«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0710802,78.7,3,1,2,¦³,µL,789000,10025,,0.0,0
¥j§|¶m,¤g¦a,·s¥ú¬q951~1000¦a¸¹,3540.49,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3540490,1000,,0.0,0
¤f´ò¶m,¤g¦a,·s´ä¬q251~300¦a¸¹,7048.0,,¤@¯ë¹A·~°Ï,¾i´Þ¥Î¦a,10212,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4420000,627,,0.0,0
¥|´ò¶m,¤g¦a,«O¦w¬q2301~2350¦a¸¹,1082.54,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,649525,600,,0.0,0
ªê§ÀÂí,¤g¦a,¤¯·R¬q601~650¦a¸¹,176.65,¦í,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,16029000,90739,,0.0,0
¤g®wÂí,¤g¦a,·s«n¬q151~200¦a¸¹,309.0,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,710700,2300,,0.0,0
¥|´ò¶m,¤g¦a,«ØµØ¬q601~650¦a¸¹,15216.02,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10212,¤g¦a8«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8200000,539,,0.0,0
ªê§ÀÂí,¤g¦a,©µ¥­¬q1551~1600¦a¸¹,673.88,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8152000,12097,,0.0,0
¥|´ò¶m,¤g¦a,¤T±[¬q801~850¦a¸¹,2881.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1200000,417,,0.0,0
¦èÁ³Âí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¦èÁ³Âí¥ú´_¦è¸ô351~400¸¹,181.44,¦í,,,10210,¤g¦a2«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020913,389.26,8,1,9,¦³,µL,13980000,35914,,0.0,0
¥j§|¶m,¤g¦a,°ª­íªL¤lÀY¬q251~300¦a¸¹,230.33,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1200000,5210,,0.0,0
¤æ¤»¥«,¤g¦a,¤K¼w¬q501~550¦a¸¹,591.86,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1557600,2632,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«´Î²y¤Q¤Tµó51~100¸¹,125.39,¦í,,,10211,¤g¦a4«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1000621,192.42,5,2,4,¦³,µL,7700000,40017,,0.0,0
¤æ¤»¥«,¤g¦a,¤j¼æ¬qªÀ¤f¤p¬q51~100¦a¸¹,0.09,¦í,,,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5673,0,,0.0,0
¤g®wÂí,¤g¦a,¶¶¦w¬q1~50¦a¸¹,223.32,¦í,,,10211,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4850000,21718,,0.0,0
¤¸ªø¶m,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤¸ªø¶m«È­í¸ô101~150¸¹,91.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10212,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í®a¥Î,¿û³y,0840510,185.69,6,2,4,¦³,µL,2300000,12386,,0.0,0
ªê§ÀÂí,¤g¦a,°ª¥_¬q351~400¦a¸¹,1530.69,¦í,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,41670000,27223,,0.0,0
¤g®wÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤g®wÂí¤j¦P¸ô1~50¸¹,94.0,¦í,,,10209,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡A¹q±è¼Ó±è¶¡,003,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020522,202.04,4,0,2,¦³,µL,7900000,39101,,0.0,0
±[­I¶m,¤g¦a,¤­¶ô­í¬q601~650¦a¸¹,5028.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3771000,750,,0.0,0
ªê§ÀÂí,¤g¦a,¤½¦w¬q851~900¦a¸¹,126.35,°Ó,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,13500000,106846,,0.0,0
