¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,15.45,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,147.88,3,2,2,¦³,¦³,7800000,54336,©Y¹D¾÷±ñ,14.45,550000
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,15.45,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,147.88,3,2,2,¦³,¦³,7010000,48415,©Y¹D¾÷±ñ,14.45,550000
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,15.45,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,157.88,3,2,2,¦³,¦³,7970000,51188,©Y¹D¥­­±,24.45,1140000
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,15.45,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,157.88,3,2,2,¦³,¦³,7870000,50139,©Y¹D¥­­±,24.45,1180000
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,15.45,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,157.88,3,2,2,¦³,¦³,7870000,50139,©Y¹D¥­­±,24.45,1180000
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,15.45,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,157.88,3,2,2,¦³,¦³,8080000,51713,©Y¹D¥­­±,24.45,1180000
¯Q¤é°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¯Q¤é°Ïºa¬u¨½°·¦æ«n¸ô1~50¸¹,39.51,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì2,¤Q¤G¼h,012,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020527,222.5,3,1,2,¦³,¦³,8790000,40997,©Y¹D¥­­±,54.44,1900000
¯Q¤é°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¯Q¤é°Ïºa¬u¨½°·¦æ«n¸ô1~50¸¹,27.83,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,012,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020527,147.07999999999998,3,1,2,¦³,¦³,5500000,38378,©Y¹D¥­­±,27.22,900000
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¨½°Ï¥Ã¶©¨½¥Ã¶©¤Kµó51~100¸¹,23.19,°Ó,,,10101,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,010,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020810,175.27999999999997,3,2,2,¦³,¦³,6900000,39366,©Y¹D¥­­±,0.0,930000
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,15.73,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì2,¤Q¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,167.35000000000002,3,2,2,¦³,¦³,8230000,52906,©Y¹D¾÷±ñ,33.34,1140000
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,15.45,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,158.46,3,2,2,¦³,¦³,7960000,51339,©Y¹D¥­­±,24.45,1080000
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,15.45,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,158.46,3,2,2,¦³,¦³,7810000,49772,©Y¹D¥­­±,24.45,1140000
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,15.17,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤G¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,149.72,3,2,2,¦³,¦³,7350000,50808,©Y¹D¾÷±ñ,16.67,590000
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,15.17,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,147.5,3,2,2,¦³,¦³,6830000,47200,©Y¹D¾÷±ñ,14.45,550000
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,15.17,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,157.5,3,2,2,¦³,¦³,7520000,47952,©Y¹D¥­­±,24.45,1140000
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,15.17,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,157.5,3,2,2,¦³,¦³,7590000,48478,©Y¹D¥­­±,24.45,1140000
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,15.45,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì2,¤C¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,166.39,3,2,2,¦³,¦³,7800000,50056,©Y¹D¾÷±ñ,33.34,1140000
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,15.17,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,155.28,3,2,2,¦³,¦³,7800000,51105,©Y¹D¥­­±,22.22,1000000
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,14.62,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤G¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,147.05,3,2,2,¦³,¦³,8200000,57692,©Y¹D¾÷±ñ,14.45,550000
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,14.62,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,147.05,3,2,2,¦³,¦³,7450000,52036,©Y¹D¾÷±ñ,14.45,550000
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,14.62,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,157.05,3,2,2,¦³,¦³,8160000,53167,©Y¹D¥­­±,24.45,1110000
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,7.73,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,72.26,2,1,1,¦³,¦³,3780000,52311,,0.0,0
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,7.73,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,72.26,2,1,1,¦³,¦³,3980000,55079,,0.0,0
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,7.73,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,72.26,2,1,1,¦³,¦³,3880000,53695,,0.0,0
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,7.73,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,72.26,2,1,1,¦³,¦³,4260000,58954,,0.0,0
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,7.73,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,72.26,2,1,1,¦³,¦³,4050000,56048,,0.0,0
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,8.55,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤G¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,92.97,2,1,1,¦³,¦³,5250000,61075,©Y¹D¾÷±ñ,16.67,590000
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,8.28,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,76.3,2,1,1,¦³,¦³,4160000,54522,,0.0,0
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,8.28,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,76.3,2,1,1,¦³,¦³,4100000,53735,,0.0,0
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,8.28,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,76.3,2,1,1,¦³,¦³,4400000,57667,,0.0,0
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,8.28,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,76.3,2,1,1,¦³,¦³,4300000,56356,,0.0,0
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,8.28,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,76.3,2,1,1,¦³,¦³,4380000,57405,,0.0,0
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¨½°Ï¤º·s¨½ªFºa¸ô¤@¬q51~100¸¹,13.79,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤@¼h¡A¨£¨ä¥Lµn°O¨Æ¶µ,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,114.04,0,0,0,µL,¦³,7780000,72598,©Y¹D¾÷±ñ,14.45,550000
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¨½°Ï¤º·s¨½ªFºa¸ô¤@¬q51~100¸¹,11.04,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤@¼h¡A¨£¨ä¥Lµn°O¨Æ¶µ,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,96.05,0,0,0,µL,¦³,6420000,71936,©Y¹D¾÷±ñ,14.45,550000
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¨½°Ï¤º·s¨½·s©ú¸ô51~100¸¹,20.97,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021016,205.25,4,2,2,¦³,¦³,10670000,51936,©Y¹D¥­­±,24.45,1280000
¤j¨½°Ï,¤g¦a,¤½±Ð¬q1301~1350¦a¸¹,9223.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a13«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,68500000,7427,,0.0,0
¯Q¤é°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¯Q¤é°Ï¤Tºa¸ô¤@¬q351~400¸¹,106.68,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0970312,213.67,5,3,3,¦³,µL,20200000,94538,,0.0,0
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤Ó¥­°Ï¨|¤~¸ô401~450¸¹,23.81,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020207,149.26999999999998,3,2,2,¦³,µL,6660000,44617,©Y¹D¥­­±,0.0,0
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°Ï¾ð§µ¸ô101~150¸¹,9.07,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,013,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0801007,80.19000000000001,2,2,1,¦³,¦³,2830000,35291,,0.0,0
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°Ï¥ú¿³¸ô401«Ñ1~50¸¹,60.11,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10111,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0900216,125.84,4,2,3,¦³,µL,4100000,32581,,0.0,0
¤Ó¥­°Ï,¤g¦a,ÄR¶é¬q751~800¦a¸¹,75.67,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2250000,29734,,0.0,0
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°Ï¨|½å¸ô1~50¸¹,224.08,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,005,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020523,624.7,6,2,7,¦³,µL,47100000,75396,,0.0,0
¤Ó¥­°Ï,¤g¦a,¤j·½¬q901~950¦a¸¹,1219.13,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10209,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,9000000,7382,,0.0,0
¤¤°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤¤°Ï¥­µ¥µó1~50¸¹,9.14,°Ó,,,10211,¤g¦a2«Øª«1¨®¦ì0,¤C¼h,008,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0720509,58.16,1,1,1,¦³,¦³,1850000,31809,,0.0,0
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°Ï¥Ã²»µó51~100¸¹,151.09,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,005,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020724,363.1,5,3,6,¦³,µL,22500000,61966,,0.0,0
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°Ï¥Ã²»µó1~50¸¹,150.08,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,005,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020724,363.15,5,3,6,¦³,µL,22000000,60581,,0.0,0
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°Ï¥Ã²»µó51~100¸¹,159.33,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,005,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020724,378.04,5,3,6,¦³,µL,22000000,58195,,0.0,0
¤Ó¥­°Ï,¤g¦a,¤¤¨¶¬q1~50¦a¸¹,63.0,¤u,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2857500,45357,,0.0,0
¤Ó¥­°Ï,¤g¦a,¤¤¨¶¬q1~50¦a¸¹,63.0,¤u,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2286000,36286,,0.0,0
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°Ï·s°ª¨½¥ß´¼µó101~150¸¹,12.69,°Ó,,,10204,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020731,102.07000000000001,2,1,2,¦³,¦³,4480000,43891,,0.0,0
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤Ó¥­°Ï·s°ª¨½¥ß´¼µó101~150¸¹,20.63,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì2,¤Q¤T¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020731,164.31,4,1,2,¦³,¦³,9000000,60434,©Y¹D¥­­±,46.0,1850000
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤Ó¥­°Ï·s°ª¨½¥ß´¼µó101~150¸¹,20.89,°Ó,,,10205,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020731,184.7,3,1,2,¦³,¦³,8700000,46843,©Y¹D¾÷±ñ,17.12,850000
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï«n¥­¸ô1~50¸¹,3.01,°Ó,,,10209,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,013,®M©Ð(1©Ð1ÆU1½Ã),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0840510,34.1,1,0,1,¦³,¦³,1000000,29326,,0.0,0
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¤¤µØ¸ô¤@¬q1~50¸¹,1.11,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì0,¦a¤U¤G¼h,022,¿ì¤½°Ó·~¤j¼Ó,¨£¨ä¥Lµn°O¨Æ¶µ,¿û°©¿ûµ¬²V¾®¤g³y,0850119,22.310000000000002,0,0,0,µL,¦³,200000,8965,,0.0,0
«n°Ï,¨®¦ì,»O¤¤¥««n°Ï«n¶§µó51~100¸¹,1.38,¦í,,,10211,¤g¦a0«Øª«0¨®¦ì1,¦a¤U¤G¼h,016,¨ä¥L,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0830728,16.44,0,0,0,¦³,¦³,490000,,©Y¹D¥­­±,0.0,490000
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°Ï¤Ó¥­¤Q¤Gµó21«Ñ1~50¸¹,18.55,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,006,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0800130,82.53,3,2,1,¦³,¦³,2000000,24234,,0.0,0
¥_¤Ù°Ï,¤g¦a,¦Pºa¬q2551~2600¦a¸¹,14.0,°Ó,,,10208,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,714000,51000,,0.0,0
